frame_id,location_id,timestamp,face_id,date,hour,day,month,weekday,location_encoded,face_encoded
FR600149,HOSTEL_GATE,2025-08-27 16:11:00,F104585,2025-08-27,16,27,8,Wednesday,4,2587
FR600150,AUDITORIUM,2025-09-07 11:19:00,F100465,2025-09-07,11,7,9,Sunday,1,257
FR600151,LAB_305,2025-09-15 05:37:00,,2025-09-15,5,15,9,Monday,6,2821
FR600152,ADMIN_LOBBY,2025-09-05 19:19:00,F101672,2025-09-05,19,5,9,Friday,0,942
FR600153,LAB_101,2025-09-22 21:56:00,F101831,2025-09-22,21,22,9,Monday,5,1030
FR600154,LAB_101,2025-09-04 00:26:00,F100850,2025-09-04,0,4,9,Thursday,5,487
FR600155,AUDITORIUM,2025-09-18 20:15:00,,2025-09-18,20,18,9,Thursday,1,2821
FR600156,LIB_ENT,2025-09-03 03:24:00,,2025-09-03,3,3,9,Wednesday,7,2821
FR600157,CAF_01,2025-08-28 11:36:00,,2025-08-28,11,28,8,Thursday,2,2821
FR600158,GYM,2025-09-17 07:19:00,F101516,2025-09-17,7,17,9,Wednesday,3,856
FR600159,LIB_ENT,2025-09-05 14:46:00,,2025-09-05,14,5,9,Friday,7,2821
FR600160,AUDITORIUM,2025-08-29 19:49:00,F104805,2025-08-29,19,29,8,Friday,1,2714
FR600161,AUDITORIUM,2025-09-07 10:11:00,,2025-09-07,10,7,9,Sunday,1,2821
FR600162,CAF_01,2025-09-17 17:37:00,F103539,2025-09-17,17,17,9,Wednesday,2,1995
FR600163,LIB_ENT,2025-09-18 01:27:00,,2025-09-18,1,18,9,Thursday,7,2821
FR600164,HOSTEL_GATE,2025-08-30 11:30:00,,2025-08-30,11,30,8,Saturday,4,2821
FR600165,LIB_ENT,2025-09-06 12:15:00,,2025-09-06,12,6,9,Saturday,7,2821
FR600166,LIB_ENT,2025-09-25 21:04:00,F100208,2025-09-25,21,25,9,Thursday,7,114
FR600167,LIB_ENT,2025-09-14 16:07:00,,2025-09-14,16,14,9,Sunday,7,2821
FR600168,CAF_01,2025-09-23 05:31:00,F102199,2025-09-23,5,23,9,Tuesday,2,1240
FR600169,CAF_01,2025-09-03 05:42:00,,2025-09-03,5,3,9,Wednesday,2,2821
FR600170,LAB_101,2025-09-17 05:31:00,F101993,2025-09-17,5,17,9,Wednesday,5,1123
FR600171,GYM,2025-09-05 09:50:00,F100979,2025-09-05,9,5,9,Friday,3,559
FR600172,ADMIN_LOBBY,2025-09-06 00:34:00,F101538,2025-09-06,0,6,9,Saturday,0,870
FR600173,ADMIN_LOBBY,2025-09-18 05:18:00,F103078,2025-09-18,5,18,9,Thursday,0,1749
FR600174,ADMIN_LOBBY,2025-09-02 03:59:00,F103083,2025-09-02,3,2,9,Tuesday,0,1752
FR600175,HOSTEL_GATE,2025-09-04 11:16:00,,2025-09-04,11,4,9,Thursday,4,2821
FR600176,ADMIN_LOBBY,2025-09-02 08:23:00,,2025-09-02,8,2,9,Tuesday,0,2821
FR600177,LIB_ENT,2025-08-28 00:42:00,,2025-08-28,0,28,8,Thursday,7,2821
FR600178,AUDITORIUM,2025-09-04 19:57:00,F103943,2025-09-04,19,4,9,Thursday,1,2228
FR600179,AUDITORIUM,2025-09-16 00:47:00,,2025-09-16,0,16,9,Tuesday,1,2821
FR600180,ADMIN_LOBBY,2025-09-07 10:25:00,,2025-09-07,10,7,9,Sunday,0,2821
FR600181,AUDITORIUM,2025-09-02 22:50:00,F102009,2025-09-02,22,2,9,Tuesday,1,1135
FR600182,GYM,2025-09-23 02:34:00,F101757,2025-09-23,2,23,9,Tuesday,3,989
FR600183,CAF_01,2025-09-03 09:11:00,F100464,2025-09-03,9,3,9,Wednesday,2,256
FR600184,LIB_ENT,2025-09-25 14:47:00,F102565,2025-09-25,14,25,9,Thursday,7,1454
FR600185,ADMIN_LOBBY,2025-09-24 14:30:00,,2025-09-24,14,24,9,Wednesday,0,2821
FR600186,CAF_01,2025-09-14 21:42:00,,2025-09-14,21,14,9,Sunday,2,2821
FR600187,AUDITORIUM,2025-09-02 07:09:00,,2025-09-02,7,2,9,Tuesday,1,2821
FR600188,ADMIN_LOBBY,2025-08-29 20:40:00,,2025-08-29,20,29,8,Friday,0,2821
FR600189,LAB_305,2025-09-17 23:44:00,F100008,2025-09-17,23,17,9,Wednesday,6,7
FR600190,GYM,2025-09-16 06:51:00,,2025-09-16,6,16,9,Tuesday,3,2821
FR600191,LIB_ENT,2025-09-03 18:56:00,F103374,2025-09-03,18,3,9,Wednesday,7,1909
FR600192,LAB_101,2025-09-17 09:54:00,,2025-09-17,9,17,9,Wednesday,5,2821
FR600193,LAB_305,2025-09-19 19:25:00,F104633,2025-09-19,19,19,9,Friday,6,2611
FR600194,GYM,2025-09-18 23:18:00,F101488,2025-09-18,23,18,9,Thursday,3,840
FR600195,HOSTEL_GATE,2025-08-28 08:44:00,F104669,2025-08-28,8,28,8,Thursday,4,2633
FR600196,HOSTEL_GATE,2025-09-16 23:17:00,F103691,2025-09-16,23,16,9,Tuesday,4,2077
FR600197,ADMIN_LOBBY,2025-08-30 00:08:00,F104671,2025-08-30,0,30,8,Saturday,0,2635
FR600198,HOSTEL_GATE,2025-08-29 20:35:00,,2025-08-29,20,29,8,Friday,4,2821
FR600199,CAF_01,2025-09-03 08:16:00,,2025-09-03,8,3,9,Wednesday,2,2821
FR600200,LAB_305,2025-09-04 17:51:00,,2025-09-04,17,4,9,Thursday,6,2821
FR600201,LIB_ENT,2025-09-14 06:26:00,,2025-09-14,6,14,9,Sunday,7,2821
FR600202,AUDITORIUM,2025-09-22 19:26:00,,2025-09-22,19,22,9,Monday,1,2821
FR600203,ADMIN_LOBBY,2025-09-09 07:16:00,,2025-09-09,7,9,9,Tuesday,0,2821
FR600204,LIB_ENT,2025-09-16 16:58:00,F102009,2025-09-16,16,16,9,Tuesday,7,1135
FR600205,AUDITORIUM,2025-09-05 17:10:00,F104057,2025-09-05,17,5,9,Friday,1,2291
FR600206,LAB_101,2025-09-22 14:09:00,,2025-09-22,14,22,9,Monday,5,2821
FR600207,HOSTEL_GATE,2025-09-08 19:18:00,F103485,2025-09-08,19,8,9,Monday,4,1963
FR600208,AUDITORIUM,2025-09-24 15:39:00,,2025-09-24,15,24,9,Wednesday,1,2821
FR600209,LAB_305,2025-09-11 16:02:00,,2025-09-11,16,11,9,Thursday,6,2821
FR600210,HOSTEL_GATE,2025-09-08 08:35:00,F104335,2025-09-08,8,8,9,Monday,4,2449
FR600211,ADMIN_LOBBY,2025-09-17 23:01:00,F104792,2025-09-17,23,17,9,Wednesday,0,2704
FR600212,GYM,2025-08-29 10:23:00,F100068,2025-08-29,10,29,8,Friday,3,38
FR600213,LAB_101,2025-09-24 07:24:00,F100176,2025-09-24,7,24,9,Wednesday,5,93
FR600214,LIB_ENT,2025-09-11 00:09:00,F102861,2025-09-11,0,11,9,Thursday,7,1623
FR600215,CAF_01,2025-09-14 18:20:00,F101981,2025-09-14,18,14,9,Sunday,2,1115
FR600216,LAB_305,2025-09-13 00:28:00,,2025-09-13,0,13,9,Saturday,6,2821
FR600217,AUDITORIUM,2025-09-21 13:45:00,F104364,2025-09-21,13,21,9,Sunday,1,2462
FR600218,LAB_101,2025-09-11 14:20:00,,2025-09-11,14,11,9,Thursday,5,2821
FR600219,HOSTEL_GATE,2025-09-06 22:39:00,F104797,2025-09-06,22,6,9,Saturday,4,2709
FR600220,GYM,2025-09-07 06:20:00,,2025-09-07,6,7,9,Sunday,3,2821
FR600221,ADMIN_LOBBY,2025-09-15 13:32:00,F100377,2025-09-15,13,15,9,Monday,0,199
FR600222,CAF_01,2025-08-31 18:31:00,,2025-08-31,18,31,8,Sunday,2,2821
FR600223,HOSTEL_GATE,2025-09-11 15:00:00,F100223,2025-09-11,15,11,9,Thursday,4,124
FR600224,LIB_ENT,2025-08-29 13:50:00,F104230,2025-08-29,13,29,8,Friday,7,2392
FR600225,GYM,2025-09-11 11:28:00,,2025-09-11,11,11,9,Thursday,3,2821
FR600226,LAB_305,2025-09-04 07:08:00,F102396,2025-09-04,7,4,9,Thursday,6,1349
FR600227,GYM,2025-09-19 17:43:00,,2025-09-19,17,19,9,Friday,3,2821
FR600228,LAB_101,2025-08-29 12:49:00,,2025-08-29,12,29,8,Friday,5,2821
FR600229,ADMIN_LOBBY,2025-09-14 21:19:00,F101063,2025-09-14,21,14,9,Sunday,0,610
FR600230,ADMIN_LOBBY,2025-09-24 12:28:00,,2025-09-24,12,24,9,Wednesday,0,2821
FR600231,LAB_305,2025-08-30 17:34:00,F101795,2025-08-30,17,30,8,Saturday,6,1009
FR600232,HOSTEL_GATE,2025-09-14 09:36:00,F102831,2025-09-14,9,14,9,Sunday,4,1609
FR600233,CAF_01,2025-09-11 03:46:00,,2025-09-11,3,11,9,Thursday,2,2821
FR600234,LIB_ENT,2025-09-11 13:30:00,F104935,2025-09-11,13,11,9,Thursday,7,2786
FR600235,CAF_01,2025-09-05 14:18:00,,2025-09-05,14,5,9,Friday,2,2821
FR600236,CAF_01,2025-09-02 13:17:00,,2025-09-02,13,2,9,Tuesday,2,2821
FR600237,LIB_ENT,2025-09-24 11:44:00,,2025-09-24,11,24,9,Wednesday,7,2821
FR600238,ADMIN_LOBBY,2025-08-28 12:36:00,F100739,2025-08-28,12,28,8,Thursday,0,424
FR600239,LIB_ENT,2025-08-28 21:13:00,F101317,2025-08-28,21,28,8,Thursday,7,750
FR600240,ADMIN_LOBBY,2025-09-09 22:08:00,,2025-09-09,22,9,9,Tuesday,0,2821
FR600241,ADMIN_LOBBY,2025-09-22 20:54:00,F101134,2025-09-22,20,22,9,Monday,0,648
FR600242,LIB_ENT,2025-08-28 19:09:00,F104984,2025-08-28,19,28,8,Thursday,7,2815
FR600243,HOSTEL_GATE,2025-09-04 01:14:00,F104423,2025-09-04,1,4,9,Thursday,4,2497
FR600244,AUDITORIUM,2025-09-22 10:04:00,,2025-09-22,10,22,9,Monday,1,2821
FR600245,LAB_305,2025-09-25 15:15:00,F101095,2025-09-25,15,25,9,Thursday,6,628
FR600246,GYM,2025-08-29 08:01:00,F103949,2025-08-29,8,29,8,Friday,3,2232
FR600247,AUDITORIUM,2025-09-22 17:15:00,F104948,2025-09-22,17,22,9,Monday,1,2795
FR600248,LIB_ENT,2025-08-27 20:45:00,F100176,2025-08-27,20,27,8,Wednesday,7,93
FR600249,CAF_01,2025-09-15 00:57:00,F102914,2025-09-15,0,15,9,Monday,2,1657
FR600250,ADMIN_LOBBY,2025-09-06 03:07:00,F104537,2025-09-06,3,6,9,Saturday,0,2557
FR600251,CAF_01,2025-09-13 18:06:00,F103686,2025-09-13,18,13,9,Saturday,2,2073
FR600252,HOSTEL_GATE,2025-09-18 22:13:00,,2025-09-18,22,18,9,Thursday,4,2821
FR600253,CAF_01,2025-09-22 22:29:00,,2025-09-22,22,22,9,Monday,2,2821
FR600254,HOSTEL_GATE,2025-09-23 05:52:00,,2025-09-23,5,23,9,Tuesday,4,2821
FR600255,CAF_01,2025-09-20 18:32:00,F104395,2025-09-20,18,20,9,Saturday,2,2479
FR600256,LIB_ENT,2025-09-07 10:09:00,F101671,2025-09-07,10,7,9,Sunday,7,941
FR600257,CAF_01,2025-09-18 23:56:00,F103249,2025-09-18,23,18,9,Thursday,2,1841
FR600258,LAB_101,2025-09-23 09:15:00,,2025-09-23,9,23,9,Tuesday,5,2821
FR600259,LIB_ENT,2025-09-11 11:13:00,,2025-09-11,11,11,9,Thursday,7,2821
FR600260,LAB_101,2025-09-01 12:43:00,,2025-09-01,12,1,9,Monday,5,2821
FR600261,AUDITORIUM,2025-09-17 15:02:00,,2025-09-17,15,17,9,Wednesday,1,2821
FR600262,LAB_305,2025-09-20 00:27:00,F100238,2025-09-20,0,20,9,Saturday,6,132
FR600263,LIB_ENT,2025-09-20 05:04:00,,2025-09-20,5,20,9,Saturday,7,2821
FR600264,LAB_101,2025-09-03 11:33:00,F102679,2025-09-03,11,3,9,Wednesday,5,1523
FR600265,CAF_01,2025-09-25 19:56:00,,2025-09-25,19,25,9,Thursday,2,2821
FR600266,AUDITORIUM,2025-09-23 16:38:00,F104466,2025-09-23,16,23,9,Tuesday,1,2519
FR600267,CAF_01,2025-09-13 06:29:00,,2025-09-13,6,13,9,Saturday,2,2821
FR600268,GYM,2025-09-16 22:47:00,F100889,2025-09-16,22,16,9,Tuesday,3,505
FR600269,LIB_ENT,2025-09-09 22:20:00,F104315,2025-09-09,22,9,9,Tuesday,7,2438
